order_id,customer_name,pickup_zone,delivery_zone,rider_id,order_date,pickup_time,delivery_time,order_value,delivery_fee,status,payment_method,rider_rating
FD-00011,Patience Eze,Ojodu,Lekki,RDR-022,2026-07-14,19:14,20:26,5706.62,312.33,delivered,transfer,5.0
FD-00118,Amaka Osei,Yaba,Ikeja,RDR-011,2026-07-26,15:05,,"₦1,498.94",1003.92,PENDING,card,3.9
FD-00039,Taiwo Hassan,Victoria Island,Ojodu,RDR-012,2026-07-18,,,8154.08,506.76,DELIVERED,card,
FD-00262,Taiwo Hassan,Lekki,Ojodu,RDR-022,2026-07-21,16:27,16:57,8839.46,220.58,pending,transfer,2.9
FD-00253,Funmilayo Adeyemi,Ojodu,Lekki,RDR-018,2026-07-17,12:56,,5758.81,830.17,Delivered,transfer,3.5
FD-00111,Tope Afolabi,Lekki,Surulere,RDR-025,2026-07-03,,,2209.16,1001.52,PENDING,transfer,4.1
FD-00064,Damilola Adeyinka,Yaba,Ikeja,RDR-014,2026-07-06,16:29,17:30,5833.52,859.37,delivered,transfer,3.8
FD-00338,Emeka Chukwu,Surulere,Lekki,RDR-018,2026-07-25,09:53,11:02,4601.37,765.13,Pending,transfer,3.9
FD-00270,Tope Afolabi,Victoria Island,Surulere,RDR-026,2026-07-12,14:06,14:35,1307.14,344.13,Failed,card,3.4
FD-00356,Mariam Suleiman,Ikeja,Yaba,RDR-021,2026-07-19,19:59,21:25,11920.69,409.02,failed ,card,3.2
FD-00215,Daniel Okafor,Yaba,Surulere,RDR-018,2026-07-12,09:12,09:57,,494.51,Delivered ,transfer,3.7
FD-00384,Ola Adewale,Victoria Island,Ikeja,RDR-029,2026-07-24,20:51,,14273.04,1000.75,Delivered,transfer,4.3
FD-00098,Mariam Suleiman,Lekki,Ikeja,RDR-001,2026-07-03,08:27,09:35,9260.79,323.5,Delivered ,card,4.6
FD-00327,Babatunde Oluwole,Victoria Island,Yaba,RDR-016,2026-07-16,,,8581.11,1110.9,DELIVERED,cash,4.6
FD-00418,Patience Eze,Lekki,Surulere,RDR-005,2026-07-21,,,9631.78,1039.21,delivered,cash,4.4
FD-00294,Zainab Abdullahi,Yaba,Ojodu,RDR-015,2026-07-08,,,13024.68,899.69,DELIVERED,transfer,4.7
FD-00308,Babatunde Oluwole,Yaba,Victoria Island,RDR-026,2026-07-13,17:09,17:31,11797.19,722.89,DELIVERED,cash,
FD-00114,Fatima Bello,Ojodu,Yaba,RDR-011,2026-07-27,11:25,11:59,1831.77,238.16,Delivered,card,3.2
FD-00074,Tope Afolabi,Yaba,Ikeja,RDR-003,2026-07-13,,,7004.71,409.29,DELIVERED,cash,4.6
FD-00033,Amaka Osei,Ikeja,Surulere,RDR-007,2026-07-07,09:00,10:15,,334.84,FAILED,transfer,3.3
FD-00130,Patience Eze,Ikeja,Lekki,RDR-015,2026-07-14,16:58,17:51,1307.11,292.15,delivered,cash,
FD-00046,Yetunde Akinwande,Yaba,Surulere,RDR-028,2026-07-12,15:48,,5750.38,891.38,DELIVERED,card,3.0
FD-00007,Grace Abiodun,Lekki,Ikeja,RDR-028,2026-07-27,18:04,,"₦9,116.83",416.32,Delivered ,card,3.0
FD-00377,Biodun Okafor,Ikeja,Victoria Island,RDR-012,2026-07-12,13:15,,4299.06,739.3,Delivered ,,4.9
FD-00408,Segun Balogun,Lekki,Ojodu,RDR-015,2026-07-12,19:24,19:51,4603.81,461.54,Delivered,transfer,
FD-00414,Blessing Nwofor,Yaba,Ikeja,RDR-025,2026-07-19,15:38,16:47,1726.95,881.12,PENDING,transfer,3.8
FD-00275,Mariam Suleiman,Ikeja,Yaba,RDR-001,2026-07-27,09:32,10:34,915.3,496.24,Delivered ,cash,4.7
FD-00267,Chukwuemeka Nwosu,Ojodu,Lekki,RDR-026,2026-07-10,08:10,09:33,9790.2,239.89,PENDING,transfer,2.5
FD-00178,Ifeanyi Nwachukwu,Ojodu,Surulere,RDR-012,2026-07-20,,,10880.82,1155.38,Pending,transfer,3.0
FD-00243,Fatima Bello,Ojodu,Yaba,RDR-004,2026-07-04,09:21,,2027.74,603.38,delivered,cash,2.9
FD-00179,Ngozi Eze,Victoria Island,Yaba,RDR-002,2026-07-20,20:12,,13527.65,274.35,delivered,cash,2.9
FD-00087,Chukwuemeka Nwosu,Ikeja,Lekki,RDR-012,2026-07-17,11:56,13:05,3297.29,536.79,failed ,cash,2.6
FD-00169,Chukwuemeka Nwosu,Yaba,Ojodu,RDR-026,2026-07-27,13:28,14:34,3845.71,610.65,Delivered ,cash,4.1
FD-00171,Ola Adewale,Yaba,Surulere,RDR-023,2026-07-01,,,"₦1,302.08",835.96,Delivered ,card,4.7
FD-00123,Grace Abiodun,Lekki,Surulere,RDR-029,2026-07-13,12:55,14:00,"₦3,559.49",1028.06,PENDING,card,4.2
FD-00020,Amaka Osei,Lekki,Ojodu,RDR-010,2026-07-10,,,"₦6,870.45",553.74,DELIVERED,transfer,4.6
FD-00424,Ngozi Eze,Victoria Island,Lekki,RDR-026,2026-07-24,10:01,11:15,"₦6,923.36",1077.18,delivered,transfer,3.4
FD-00321,Emeka Chukwu,Surulere,Victoria Island,RDR-016,2026-07-01,08:35,09:47,14678.41,1138.94,DELIVERED,card,3.8
FD-00289,Ola Adewale,Surulere,Lekki,RDR-009,2026-07-01,19:42,20:32,"₦5,205.91",330.92,delivered,card,3.1
FD-00067,Zainab Abdullahi,Victoria Island,Ojodu,RDR-025,2026-07-24,16:22,17:43,12059.26,308.71,delivered,cash,3.8
FD-00092,Grace Abiodun,Ojodu,Lekki,RDR-015,2026-07-17,12:22,,4886.68,495.77,Delivered,cash,3.5
FD-00310,Patience Eze,Yaba,Surulere,RDR-022,2026-07-18,10:20,10:46,4338.09,1130.65,PENDING,cash,2.7
FD-00343,Blessing Nwofor,Lekki,Ikeja,RDR-022,2026-07-03,,,8791.06,711.42,delivered,transfer,2.8
FD-00373,Chidi Okeke,Victoria Island,Ojodu,RDR-005,2026-07-17,19:56,,13827.74,391.53,delivered,card,
FD-00176,Chukwuemeka Nwosu,Surulere,Yaba,RDR-021,2026-07-13,20:37,,9664.21,732.78,Delivered ,cash,4.0
FD-00239,Blessing Nwofor,Ojodu,Surulere,RDR-005,2026-07-15,,,8255.77,284.63,Delivered ,transfer,2.7
FD-00023,Ifeanyi Nwachukwu,Surulere,Victoria Island,RDR-001,2026-07-21,,,6420.72,646.25,Delivered,cash,4.0
FD-00431,Kelechi Uchenna,Victoria Island,Ikeja,RDR-026,2026-07-08,11:24,11:55,,344.55,delivered,transfer,3.7
FD-00199,Daniel Okafor,Ojodu,Lekki,RDR-005,2026-07-28,,,4546.9,845.03,Delivered ,card,4.4
FD-00135,Amaka Osei,Yaba,Ojodu,RDR-003,2026-07-08,16:06,17:08,"₦5,718.27",858.72,Failed,card,
FD-00401,Ifeanyi Nwachukwu,Ojodu,Victoria Island,RDR-020,2026-07-02,,,11751.09,782.69,Delivered,,
FD-00093,Zainab Abdullahi,Yaba,Surulere,RDR-008,2026-07-02,,,7810.0,1038.17,delivered,,3.1
FD-00359,Adaeze Obi,Lekki,Yaba,RDR-008,2026-07-26,,,13993.35,324.94,Delivered,transfer,4.8
FD-00413,Chukwuemeka Nwosu,Surulere,Victoria Island,RDR-011,2026-07-05,20:04,21:19,6804.48,301.86,Delivered,cash,3.9
FD-00080,Blessing Nwofor,Ikeja,Yaba,RDR-006,2026-07-06,18:24,,10336.84,769.3,Delivered ,,2.7
FD-00006,Samuel Ogunyemi,Ojodu,Victoria Island,RDR-020,2026-07-14,,,2485.75,1191.12,Delivered,card,4.5
FD-00210,Fatima Bello,Victoria Island,Ikeja,RDR-016,2026-07-28,13:26,,14434.87,877.03,Delivered ,cash,2.6
FD-00193,Ifeanyi Nwachukwu,Surulere,Ojodu,RDR-026,2026-07-15,19:11,,8420.07,925.99,Delivered,card,4.7
FD-00072,Ifeanyi Nwachukwu,Yaba,Surulere,RDR-001,2026-07-20,,,9012.61,568.69,delivered,cash,2.8
FD-00274,Chidi Okeke,Victoria Island,Lekki,RDR-013,2026-07-27,,,4591.02,1128.28,DELIVERED,,5.0
FD-00082,Daniel Okafor,Victoria Island,Surulere,RDR-029,2026-07-24,,,2828.08,547.28,failed ,card,
FD-00026,Patience Eze,Ojodu,Ikeja,RDR-002,2026-07-14,,,"₦3,492.65",492.85,DELIVERED,,3.0
FD-00420,Samuel Ogunyemi,Lekki,Ikeja,RDR-020,2026-07-20,14:24,,9611.53,729.74,Delivered ,,2.6
FD-00085,Funmilayo Adeyemi,Victoria Island,Ikeja,RDR-010,2026-07-04,17:55,19:10,"₦5,077.33",1073.08,Delivered,card,3.3
FD-00159,Obinna Okonkwo,Lekki,Ikeja,RDR-023,2026-07-04,19:50,,,1125.12,failed ,card,3.9
FD-00302,Grace Abiodun,Ojodu,Ikeja,RDR-008,2026-07-23,16:12,17:25,7263.68,612.12,Failed,transfer,4.6
FD-00347,Zainab Abdullahi,Surulere,Ikeja,RDR-008,2026-07-26,15:32,,5123.82,801.99,Failed,card,3.4
FD-00213,Daniel Okafor,Surulere,Yaba,RDR-010,2026-07-05,,,14185.9,481.74,delivered,transfer,
FD-00115,Biodun Okafor,Surulere,Ojodu,RDR-020,2026-07-27,11:25,,2662.16,862.1,Pending,cash,
FD-00259,Patience Eze,Victoria Island,Ikeja,RDR-026,2026-07-28,20:42,22:03,2988.58,762.77,Pending,card,
FD-00101,Chukwuemeka Nwosu,Surulere,Lekki,RDR-026,2026-07-06,20:57,22:15,14780.37,526.05,Delivered,card,2.6
FD-00165,Ola Adewale,Ojodu,Yaba,RDR-017,2026-07-11,10:44,12:05,2303.26,794.17,Delivered,card,3.2
FD-00152,Emeka Chukwu,Surulere,Ojodu,RDR-026,2026-07-06,18:36,20:01,14119.04,679.04,failed,cash,2.8
FD-00166,Segun Balogun,Surulere,Ojodu,RDR-027,2026-07-21,20:43,21:11,9008.75,287.57,Delivered,card,3.2
FD-00018,Mariam Suleiman,Victoria Island,Surulere,RDR-025,2026-07-02,20:40,,"₦3,349.97",696.56,PENDING,cash,4.2
FD-00383,Chukwuemeka Nwosu,Victoria Island,Yaba,RDR-017,2026-07-02,18:03,19:25,"₦6,643.31",594.83,DELIVERED,card,3.9
FD-00034,Emeka Chukwu,Surulere,Yaba,RDR-021,2026-07-04,,,14270.11,1048.87,FAILED,cash,4.6
FD-00433,Ifeanyi Nwachukwu,Surulere,Ojodu,RDR-023,2026-07-21,15:04,15:49,8817.75,1164.77,delivered,cash,4.7
FD-00040,Babatunde Oluwole,Lekki,Ojodu,RDR-010,2026-07-27,16:21,16:53,4997.31,543.16,Delivered,,3.7
FD-00345,Taiwo Hassan,Ojodu,Lekki,RDR-007,2026-07-17,09:24,10:50,10302.79,825.98,delivered,transfer,2.6
FD-00021,Chukwuemeka Nwosu,Surulere,Lekki,RDR-020,2026-07-08,19:43,20:05,14131.33,619.1,Failed,card,3.0
FD-00121,Yetunde Akinwande,Ikeja,Lekki,RDR-019,2026-07-22,11:35,,3569.64,676.04,DELIVERED,card,3.6
FD-00341,Kelechi Uchenna,Ojodu,Lekki,RDR-016,2026-07-19,15:27,16:29,8316.14,1063.82,Delivered ,transfer,4.4
FD-00449,Funmilayo Adeyemi,Surulere,Ikeja,RDR-015,2026-07-27,,,3147.62,801.41,Delivered ,transfer,3.2
FD-00445,Biodun Okafor,Victoria Island,Lekki,RDR-010,2026-07-03,,,7836.38,956.47,DELIVERED,transfer,3.2
FD-00131,Chidi Okeke,Lekki,Ojodu,RDR-011,2026-07-02,12:20,13:38,10066.62,348.99,DELIVERED,cash,3.7
